,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Evacuation Costs,Total investment costs,Expected Annual Damage other dike rings,Expected Number of Deaths other dike rings,A.3_Expected Annual Damage,A.3_Expected Number of Deaths
17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6323.445829310205,55737214.08617373,444778764.70394284,0.02795981421788019,0.0,0.0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17969.434085550023,25037214.086173728,535218386.5454349,0.035624358295234346,236392123.90256667,0.03768911526398605
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,20299287.62732069,616369581.8038856,0.35102723923732393,96767680.03992799,0.12881203794707868
20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,37020800.309666246,506970572.8597362,0.283072073380844,0.0,0.0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,6320800.309666242,576543268.907442,0.3317636364685963,236392123.90256667,0.314075960533217
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17281.5552812589,37255203.23710208,209219516.15715316,0.016628157888502505,236618296.33745986,0.03775521477414104
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10171.816062096677,0.0,598085305.9052097,0.12216583924841132,236392123.90256667,0.11306734579195812
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,24198032.45136138,625511719.7532235,0.3568660821220813,0.0,0.0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13162.180772169499,52994188.72148262,315938431.95865667,0.023980259419047627,34984698.3347414,0.00564520661120888
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,598085305.9052097,0.33934955346780926,236392123.90256667,0.314075960533217
27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3180.9748602329955,95533433.20475732,99126781.13224362,0.021569732595559762,62572545.168718524,0.029983012656192368
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8315.260699284609,20299287.62732069,616369581.8038856,0.12636980612543663,96767680.03992799,0.046372333660948326
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16549.86174118983,24198032.45136138,616369581.8038856,0.04212326870847888,78797374.63418889,0.012563038421328682
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,75500325.18886614,131766091.84519532,0.08469819471041048,239900493.967766,0.3226203830981521
31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10487.646366598636,30700000.0,531792353.88461775,0.03501917231145121,0.0,0.0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4805.897529409263,106858339.58470611,47357135.48765299,0.012467655613322842,239900493.967766,0.11614333791533477
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8712.45288996365,25037214.086173728,535218386.5454349,0.10687307488570304,236392123.90256667,0.11306734579195812
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10594.558386689465,52994188.72148262,315938431.95865667,0.029975324273809542,34984698.3347414,0.0070565082640111024
35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30700000.0,531792353.88461775,0.2918264359287601,0.0,0.0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,22167818.198803753,607227443.8545476,0.3451883963525666,157594749.26837778,0.20938397368881134
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17013.771204702054,39015701.403828174,258112095.8430453,0.020284083382072285,236618296.33745986,0.03775521477414104
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15921.159871030562,6320800.309666242,576543268.907442,0.049764545470289454,236392123.90256667,0.04711139407998256
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6919.572721810682,62292417.323275805,146352596.79737842,0.034591709302799235,236618296.33745986,0.11326564432242311
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,20299287.62732069,625511719.7532235,0.3568660821220813,26955458.108608633,0.036180076654009505
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,24198032.45136138,616369581.8038856,0.35102723923732393,78797374.63418889,0.10469198684440567
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19779.69979271562,6320800.309666242,576543268.907442,0.039811636376231564,236392123.90256667,0.03768911526398605
43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9106.739424058253,37020800.309666246,506970572.8597362,0.033968648805701274,0.0,0.0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18764.61618463211,24198032.45136138,607227443.8545476,0.04142260756230799,157594749.26837778,0.025126076842657365
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16769.763250191252,31358014.39583997,513676349.5476672,0.0347140482553288,236392123.90256667,0.03768911526398605
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17150.225192274505,20299287.62732069,616369581.8038856,0.04212326870847888,96767680.03992799,0.015457444553649443
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7825.855760317077,54862719.29296569,291748899.2134274,0.06636904626300329,157745530.89163992,0.07551042954828208
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13804.63202029671,20299287.62732069,616369581.8038856,0.0526540858855986,96767680.03992799,0.019321805692061805
49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,95533433.20475732,99126781.13224362,0.0599159238765549,62572545.168718524,0.08328614626720102
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,52994188.72148262,303843665.58604205,0.192096978500203,102195897.66898088,0.13623785554599668
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8830.759776999186,32694901.094161935,279654132.8408128,0.0635831802659335,236618296.33745986,0.11326564432242311
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14464.033118103709,25037214.086173728,535218386.5454349,0.044530447869042936,236392123.90256667,0.04711139407998256
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,37255203.23710208,209219516.15715316,0.13856798240418752,236618296.33745986,0.31462678978450864
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0.0,67774035.9981297,208962406.0050615,0.14540894246759947,78872765.44581996,0.10487559659483622
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8378.935893943708,37255203.23710208,209219516.15715316,0.049884473665507516,236618296.33745986,0.11326564432242311
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,57554490.86442277,233409048.90238237,0.15404501572124193,102195897.66898088,0.13623785554599668
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,85097902.80020219,96283038.20429176,0.05897740894615594,241232655.9895302,0.32586478292695575
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0.0,91418703.10986844,74741001.20652415,0.05139149194694302,241232655.9895302,0.32586478292695575
59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5259.309546965472,99313217.63294205,75961359.75534037,0.006444271296593112,62572545.168718524,0.009994337552064123
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12922.100196930971,81821125.49853238,110224054.84742771,0.009253473325343708,239900493.967766,0.038714445971778255
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,1,0,0,0,2,0,0,6941.994206035284,132975420.39517812,36901564.048319444,0.0026934082879532285,204840880.20693827,0.04161870797605708
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0.0,116455917.19604217,11874081.846749416,0.00891159093942003,241232655.9895302,0.32586478292695575
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0.0,130434404.51369661,39320786.74469649,0.01961206039797098,204840880.20693827,0.2774580531737138
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,43576003.54676832,187677479.15938553,0.13098206540497462,236618296.33745986,0.31462678978450864
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15829.730285461324,26620087.93698693,592641048.7880422,0.04111948302467708,96767680.03992799,0.015457444553649443
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18213.44204006082,32694901.094161935,279654132.8408128,0.021194393421977833,236618296.33745986,0.03775521477414104
67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12685.880298879114,67955203.23710208,227457050.9807368,0.017635543734515237,62572545.168718524,0.009994337552064123
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15203.505497536455,57732115.18033566,216787213.48103806,0.016096805301075073,236618296.33745986,0.03775521477414104
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.0,110135116.88637592,33416118.84451703,0.016497507938632944,241232655.9895302,0.32586478292695575
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,7518.738626849442,111431633.30443986,33192172.14242878,0.0036770704960006435,240865793.41366524,0.04874569670520412
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,5988.297497952926,86394419.21826613,96059091.50220351,0.024117733553109817,240865793.41366524,0.11698967209248985
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14660.441036033804,32694901.094161935,279654132.8408128,0.026492991777472302,236618296.33745986,0.047194018467676305
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,100537539.27503987,68899172.4854206,0.04221829370288748,239900493.967766,0.3226203830981521
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,54862719.29296569,315938431.95865667,0.1998354951587302,0.0,0.0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0.0,130434404.51369661,45225454.64487595,0.02272661285730902,168449104.42434636,0.2290513234204719
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7797.277307103092,43576003.54676832,187677479.15938553,0.04715354354579086,236618296.33745986,0.11326564432242311
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8249.10119015857,39015701.403828174,258112095.8430453,0.060852250146216855,236618296.33745986,0.11326564432242311
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16081.884445900132,43576003.54676832,187677479.15938553,0.015717847848596957,236618296.33745986,0.03775521477414104
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0.0,27631367.846842468,599821727.787298,0.34519099753871324,96767680.03992799,0.12881203794707868
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,68613217.63294205,124810559.7996108,0.08850216439745162,236618296.33745986,0.31462678978450864
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6265.260701542289,81821125.49853238,110224054.84742771,0.02776041997603112,239900493.967766,0.11614333791533477
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,81821125.49853238,110224054.84742771,0.07711227771119755,239900493.967766,0.3226203830981521
83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8441.760806447764,30700000.0,531792353.88461775,0.043773965389314023,0.0,0.0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3,0,0,0.0,146979541.51346534,31069718.029027782,0.01959701019640943,37061986.46022375,0.051362982935654576
85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6560.760649230553,95533433.20475732,99126781.13224362,0.007189910865186588,62572545.168718524,0.009994337552064123
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,3,0,0,1,0,0,3,0,0,2656.2010947377303,145968261.6036098,31826363.44362255,0.0020587994338406718,37061986.46022375,0.006163557952278549
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10401.311711544815,81821125.49853238,110224054.84742771,0.011566841656679634,239900493.967766,0.04839305746472282
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,0,3,0,0,3,0,0,0.0,151586528.77510476,3852868.73196173,0.002922932023534497,90827225.39003819,0.12512696416484687
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,31358014.39583997,513676349.5476672,0.28928373546107333,236392123.90256667,0.314075960533217
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15235.652474374561,20299287.62732069,625511719.7532235,0.04282392985464975,26955458.108608633,0.004341609198481141
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,63875291.174089015,198319942.5822235,0.13819550393628705,169407097.00322038,0.22543232266525268
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6381.663404688243,52994188.72148262,315938431.95865667,0.0719407782571429,34984698.3347414,0.01693561983362664
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7241.23746189638,44565922.26143029,458562336.0958106,0.0899835576256412,236392123.90256667,0.11306734579195812
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13498.388979794094,31358014.39583997,513676349.5476672,0.043392560319161,236392123.90256667,0.04711139407998256
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14271.618738734534,62292417.323275805,146352596.79737842,0.011530569767599745,236618296.33745986,0.03775521477414104
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,6528.975564609278,84460235.52207956,150709505.6467083,0.011719597893397063,0.0,0.0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,10540.597882362315,105110832.99477361,54734209.14019639,0.003851966436706064,240865793.41366524,0.038996557364163284
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13910.342792679985,37255203.23710208,209219516.15715316,0.020785197360628137,236618296.33745986,0.047194018467676305
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,11491.777338696385,91418703.10986844,74741001.20652415,0.006166979033633163,241232655.9895302,0.03910377395123469
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,3,0,0,0,0,0,1,0,0,3773.2654938817404,134333149.33773732,53185288.37349346,0.0032646686692519677,37061986.46022375,0.006163557952278549
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0.0,130434404.51369661,51130122.54505541,0.025841165316647055,132057328.64175443,0.18064459366723
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,5,0,0,0,0,0,2,0,0,1798.9385247493221,141474529.89846638,46025866.64817202,0.0033454172587975735,0.0,0.0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0.0,134271936.81324208,39845744.475504726,0.027160986049391867,131690466.06588942,0.1797511221083016
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0.0,132975420.39517812,43872454.45592427,0.020873149881798673,132057328.64175443,0.18064459366723
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19064.797910174446,20299287.62732069,607227443.8545476,0.04142260756230799,166579901.97124732,0.026573279908817745
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,13854.745531834178,26620087.93698693,600689938.7283422,0.041773406348899825,26955458.108608633,0.004341609198481141
107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5084.919450472067,30700000.0,531792353.88461775,0.10505751693435363,0.0,0.0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0.0,66755101.655427605,219604869.42789948,0.1526223809989119,0.0,0.0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,4,0,0,5,0,0,3,0,0,5,0,0,331.1358659819,164542257.50482446,7773302.002407651,0.0005634810472263366,0.0,0.0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15345.718014818445,20299287.62732069,607227443.8545476,0.051778259452884993,166579901.97124732,0.033216599886022186
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,9250.010168458264,91418703.10986844,74741001.20652415,0.007708723792041454,241232655.9895302,0.04887971743904337
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,6,0,0,7,0,0,6,0,0,74.58264156976806,176547898.72124782,3852868.73196173,0.0010522555284724188,0.0,0.0
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,3,0,0,6,0,0,4,0,0,1346.2820669471253,155259509.80753878,11874081.846749416,0.0013367386409130048,37061986.46022375,0.007704447440348186
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5364.22384389738,59423021.43590583,245503815.274997,0.058242071656716896,0.0,0.0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,3,0,0,0,2,0,4,0,0,1094.173065666891,155521006.06539324,21901009.288099185,0.003684836055541929,37268229.42190981,0.018671499058812213
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7371.3966048661605,57732115.18033566,216787213.48103806,0.04829041590322522,236618296.33745986,0.11326564432242311
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,4,0,0,0,0,0,2,0,0,1495.6222515203763,134055228.41856156,66855453.41339655,0.013529045087250157,0.0,0.0
