,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Evacuation Costs,Total investment costs,Expected Annual Damage other dike rings,Expected Number of Deaths other dike rings,A.3_Expected Annual Damage,A.3_Expected Number of Deaths
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,2,0,0,1,0,0,3449.264009393927,112906894.96295755,23034435.667532004,0.007501415054198918,120520017.87258536,0.09482497023884322
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0.0,90781035.8317458,62471089.34987533,0.07170704512866385,0.0,0.0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,4023.9748552970887,92429983.01972397,22786207.658734813,0.009143217314248043,120520017.87258536,0.09482497023884322
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,4,0,0,1,0,0,3,0,0,0.0,148173608.69455487,10800569.584273534,0.008171568014877381,0.0,0.0
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,1,0,0,0.0,122983071.14300847,0.0,0.0,120520017.87258536,0.2634026951078979
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,81821125.49853238,54450882.6211289,0.06174457300643126,116989996.81099877,0.25485637501213654
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4894.578154252963,78272103.26544777,64531005.39095448,0.024535381291780064,120359029.07254264,0.09459517573215329
145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0.0,117190449.77463719,44469674.02124442,0.04373917675600218,0.0,0.0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4530.122576505708,82845396.98518151,53166838.03039861,0.019780666595726384,120520017.87258536,0.09482497023884322
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,4,0,0,0,0,0,2,0,0,0.0,139079512.31016386,20297664.68434243,0.014653773321982106,0.0,0.0
